url,label
https://trusted-shop.com/profile,0
http://confirm-auth.online/login?session=424615&redirect=/home,1
https://trusted-shop.org/search?q=test,0
http://245.152.222.101/login.php?user=admin,1
https://wikipedia.co/products,0
http://account-update-auth.online/verify?session=722177&redirect=/home,1
http://paypal-secure.user.online/update?session=250896&redirect=/home,1
http://9.139.126.235/login.php?user=admin,1
http://account-update-auth.info/signin?session=409422&redirect=/home,1
https://example.com/login,0
http://login-secure-auth.xyz/login,1
http://167.74.251.131/login.php?user=admin,1
https://trusted-shop.org/search?q=test,0
http://156.255.22.163/login.php?user=admin,1
https://example.net/search?q=test,0
https://github.org/home,0
http://online-verification-auth.com/signin,1
https://microsoft.net/profile,0
https://amazon.org/profile,0
https://mybank.co/login,0
http://login-secure-auth.ru/update,1
https://mybank.in,0
http://verify-account-auth.info/signin,1
https://apple.in/profile,0
http://online-verification-auth.com/confirm,1
http://login-secure.secure.info/verify,1
https://google.net/products,0
http://confirm-auth.com/confirm?session=655067&redirect=/home,1
https://apple.com/login,0
https://openbank.com/docs,0
https://example.co,0
https://apple.org,0
https://example.co/search?q=test,0
https://amazon.co/docs,0
http://verify-account-auth.com/confirm?session=775922&redirect=/home,1
http://login-secure.user.online/verify,1
http://login-secure.secure.ru/confirm,1
http://verify-account-auth.info/signin,1
https://linkedin.org/login,0
http://secure-login-auth.xyz/signin,1
http://account-update.verify.ru/confirm,1
http://account-update-auth.xyz/signin,1
http://confirm-auth.xyz/signin,1
http://paypal-secure-auth.xyz/update,1
http://paypal-secure.verify.com/login?session=152770&redirect=/home,1
http://confirm.secure.ru/verify,1
https://openbank.org/products,0
http://secure-login.user.info/signin,1
http://banking-auth.info/login,1
https://github.org/profile,0
http://account-update-auth.info/signin?session=270156&redirect=/home,1
https://mybank.com/profile,0
https://microsoft.org/docs,0
http://online-verification.verify.com/update,1
https://wikipedia.net/login,0
http://secure-login-auth.xyz/signin,1
http://secure-login-auth.com/signin,1
https://trusted-shop.net/search?q=test,0
https://trusted-shop.com/search?q=test,0
http://online-verification-auth.online/update,1
https://google.org/docs,0
https://openbank.com,0
http://confirm-auth.xyz/login?session=136102&redirect=/home,1
http://account-update.secure.xyz/update,1
https://apple.com/products,0
http://banking-auth.com/update,1
https://example.net/products,0
http://account-update.secure.info/signin?session=338511&redirect=/home,1
http://online-verification-auth.online/confirm,1
http://banking.secure.xyz/confirm?session=478499&redirect=/home,1
http://confirm-auth.online/confirm?session=350173&redirect=/home,1
https://linkedin.net/products,0
http://29.107.41.26/login.php?user=admin,1
http://secure-login-auth.com/verify,1
https://example.org/search?q=test,0
http://paypal-secure.verify.ru/verify?session=498207&redirect=/home,1
https://example.com/products,0
https://wikipedia.in,0
https://microsoft.net/home,0
https://microsoft.in/search?q=test,0
http://account-update.verify.ru/update?session=494087&redirect=/home,1
http://210.105.2.218/login.php?user=admin,1
https://wikipedia.co,0
https://google.net/products,0
http://103.94.112.171/login.php?user=admin,1
http://secure-login.verify.info/confirm,1
http://confirm.secure.xyz/update,1
http://192.142.7.178/login.php?user=admin,1
http://paypal-secure.verify.com/signin?session=832162&redirect=/home,1
https://linkedin.in,0
https://apple.com/login,0
http://secure-login-auth.xyz/update?session=651785&redirect=/home,1
http://login-secure-auth.xyz/login,1
http://login-secure-auth.info/login?session=197645&redirect=/home,1
https://trusted-shop.net/products,0
https://apple.org/products,0
http://banking-auth.com/update,1
https://google.in/docs,0
https://amazon.org/login,0
http://secure-login.secure.online/update,1
http://login-secure-auth.xyz/confirm,1
https://openbank.co/products,0
http://verify-account-auth.com/signin?session=136291&redirect=/home,1
https://linkedin.in/home,0
https://linkedin.co/search?q=test,0
http://online-verification-auth.online/confirm?session=890626&redirect=/home,1
https://microsoft.in/login,0
https://github.org,0
https://microsoft.in,0
https://mybank.in/profile,0
http://account-update.verify.info/update?session=906893&redirect=/home,1
https://trusted-shop.in/profile,0
http://confirm-auth.com/update,1
http://secure-login-auth.ru/confirm,1
http://account-update-auth.online/signin,1
http://253.108.44.139/login.php?user=admin,1
https://amazon.com/home,0
